TransactionID,CustomerID,DateKey,Amount,TransactionType,Channel,AccountID,LastUpdated
2001,CUST0403,20220221,100.68,Credit,ATM,ACC0017,2025-04-09 09:11:26.447333
2002,CUST0403,20220215,340.65,Credit,ATM,ACC0798,2025-01-23 10:55:26.447349
2003,CUST0403,20220525,742.44,Credit,Branch,ACC0717,2025-01-23 15:14:26.447364
2004,CUST0403,20221018,3037.73,Credit,Branch,ACC0133,2025-01-18 06:48:26.447380
2005,CUST0403,20220724,3106.84,Credit,Branch,ACC0083,2025-01-23 06:20:26.447396
2006,CUST0403,20220720,2708.41,Debit,Branch,ACC0750,2025-01-23 22:57:26.447411
2007,CUST0404,20221110,2433.39,Credit,Branch,ACC0725,2025-02-11 21:03:26.447434
2008,CUST0404,20220627,3407.59,Debit,Branch,ACC0456,2025-04-07 06:12:26.447455
2009,CUST0404,20220213,2121.57,Debit,Online,ACC0706,2025-04-06 00:53:26.447471
2010,CUST0404,20220507,2947.44,Debit,Branch,ACC0939,2025-01-29 04:16:26.447486
2011,CUST0404,20221218,1748.44,Debit,Online,ACC0063,2025-03-14 12:08:26.447502
2012,CUST0404,20220520,2207.24,Credit,Online,ACC0936,2025-02-10 18:00:26.447518
2013,CUST0404,20220428,2272.75,Credit,Online,ACC0780,2025-04-03 02:24:26.447533
2014,CUST0405,20220430,1932.48,Debit,Online,ACC0869,2025-03-16 17:26:26.447556
2015,CUST0405,20220425,3214.49,Debit,Online,ACC0059,2025-04-15 06:56:26.447582
2016,CUST0405,20220502,1474.32,Credit,Online,ACC0111,2025-02-26 00:53:26.447601
2017,CUST0405,20220903,2711.31,Debit,ATM,ACC0290,2025-02-14 20:52:26.447617
2018,CUST0405,20220603,3126.87,Credit,Online,ACC0167,2025-01-31 03:16:26.447672
2019,CUST0405,20221101,650.75,Debit,Branch,ACC0238,2025-01-18 05:57:26.447706
2020,CUST0406,20221219,1860.2,Debit,ATM,ACC0835,2025-02-21 18:40:26.447724
2021,CUST0406,20220603,2723.18,Credit,Branch,ACC0825,2025-01-19 07:48:26.447740
2022,CUST0407,20220426,4884.51,Credit,ATM,ACC0920,2025-03-25 15:30:26.447756
2023,CUST0407,20221108,794.51,Debit,Branch,ACC0595,2025-03-06 08:28:26.447771
2024,CUST0407,20220621,4828.02,Credit,Online,ACC0379,2025-03-09 21:26:26.447787
2025,CUST0407,20220403,1221.86,Credit,Online,ACC0610,2025-02-22 18:49:26.447803
2026,CUST0407,20220808,4657.85,Credit,ATM,ACC0780,2025-02-16 06:37:26.447818
2027,CUST0407,20220424,723.4,Debit,Branch,ACC0990,2025-03-30 22:09:26.447839
2028,CUST0408,20220616,1950.98,Credit,Branch,ACC0275,2025-04-01 03:21:26.447861
2029,CUST0408,20220929,3349.63,Credit,Online,ACC0667,2025-02-23 00:40:26.447884
2030,CUST0408,20220311,2220.58,Debit,Online,ACC0288,2025-03-05 21:40:26.447909
2031,CUST0408,20221220,3404.21,Credit,Online,ACC0576,2025-02-17 15:38:26.447925
2032,CUST0408,20220501,4770.49,Debit,ATM,ACC0852,2025-03-08 03:39:26.447941
2033,CUST0409,20220424,4191.43,Credit,Branch,ACC0350,2025-04-07 12:50:26.447958
2034,CUST0409,20220714,3973.21,Credit,Branch,ACC0545,2025-02-17 03:09:26.447977
2035,CUST0410,20221219,1761.92,Debit,Online,ACC0221,2025-02-25 18:31:26.448004
2036,CUST0410,20220909,786.08,Credit,ATM,ACC0319,2025-04-06 19:59:26.448024
2037,CUST0410,20221008,4035.4,Credit,Branch,ACC0895,2025-03-17 08:55:26.448040
2038,CUST0410,20221009,410.5,Debit,Online,ACC0969,2025-03-16 19:50:26.448055
2039,CUST0410,20220428,3922.13,Credit,Online,ACC0031,2025-02-22 05:11:26.448071
2040,CUST0411,20220802,2955.81,Credit,ATM,ACC0704,2025-03-12 01:19:26.448086
2041,CUST0411,20220321,4386.74,Credit,Online,ACC0178,2025-02-09 21:13:26.448102
2042,CUST0411,20220819,107.93,Debit,ATM,ACC0342,2025-02-24 23:31:26.448118
2043,CUST0412,20220128,1621.01,Debit,Branch,ACC0850,2025-03-14 10:45:26.448133
2044,CUST0412,20220224,2312.69,Credit,Online,ACC0149,2025-03-21 02:14:26.448162
2045,CUST0412,20220514,1612.5,Debit,Online,ACC0668,2025-02-19 11:19:26.448191
2046,CUST0412,20220402,1253.2,Debit,ATM,ACC0963,2025-03-31 12:27:26.448216
2047,CUST0412,20220320,1492.87,Credit,ATM,ACC0147,2025-04-06 23:44:26.448238
2048,CUST0412,20220609,4016.93,Credit,ATM,ACC0500,2025-03-31 20:07:26.448264
2049,CUST0412,20220918,1609.47,Debit,Online,ACC0859,2025-03-29 14:20:26.448290
2050,CUST0412,20220515,2002.58,Debit,Branch,ACC0247,2025-02-13 03:56:26.448307
2051,CUST0413,20220609,4627.98,Debit,ATM,ACC0941,2025-01-25 23:43:26.448323
2052,CUST0413,20221217,3398.55,Credit,ATM,ACC0887,2025-03-30 23:43:26.448338
2053,CUST0413,20220404,1718.2,Credit,Branch,ACC0696,2025-02-02 02:50:26.448354
2054,CUST0413,20220729,2941.69,Debit,Branch,ACC0482,2025-03-11 01:20:26.448369
2055,CUST0413,20220821,1977.86,Debit,Online,ACC0241,2025-01-16 14:34:26.448384
2056,CUST0413,20220727,4040.6,Debit,Branch,ACC0866,2025-01-16 04:48:26.448402
2057,CUST0414,20220310,2670.53,Credit,ATM,ACC0444,2025-02-15 02:53:26.448428
2058,CUST0414,20220125,1905.57,Credit,Online,ACC0367,2025-03-15 08:17:26.448447
2059,CUST0415,20220319,4837.96,Credit,ATM,ACC0240,2025-02-27 19:58:26.448463
2060,CUST0415,20220806,3802.28,Debit,ATM,ACC0223,2025-01-21 20:23:26.448479
2061,CUST0415,20220602,3869.3,Credit,Online,ACC0766,2025-02-15 20:58:26.448495
