TransactionID,CustomerID,DateKey,Amount,TransactionType,Channel,AccountID,LastUpdated
4998,CUST0800,20220221,1186.6,Debit,Online,ACC0298,2025-04-30 17:48:26.488878
4999,CUST0800,20220630,3049.06,Debit,ATM,ACC0421,2025-04-30 17:48:26.488878
5000,CUST0800,20220818,4585.32,Debit,Online,ACC0700,2025-04-30 17:48:26.488878
5001,CUST0800,20221026,4287.12,Credit,ATM,ACC0760,2025-04-30 17:48:26.488878
5002,CUST0800,20220911,4690.97,Credit,Branch,ACC0343,2025-04-30 17:48:26.488878
5003,CUST0800,20220222,2324.01,Debit,Branch,ACC0736,2025-04-30 17:48:26.488878
5004,CUST0801,20220909,1601.59,Debit,Online,ACC0615,2025-04-30 17:48:26.488878
5005,CUST0801,20220707,4181.92,Debit,Online,ACC0048,2025-04-30 17:48:26.488878
5006,CUST0801,20220722,3394.75,Credit,Branch,ACC0928,2025-04-30 17:48:26.488878
5007,CUST0801,20220627,1201.29,Credit,Online,ACC0879,2025-04-30 17:48:26.488878
5008,CUST0801,20221207,1432.08,Credit,Branch,ACC0295,2025-04-30 17:48:26.488878
5009,CUST0802,20221102,4535.61,Debit,Branch,ACC0022,2025-04-30 17:48:26.488878
5010,CUST0802,20221028,2360.76,Credit,Online,ACC0364,2025-04-30 17:48:26.488878
5011,CUST0802,20220115,1973.65,Debit,Online,ACC0994,2025-04-30 17:48:26.488878
5012,CUST0802,20220518,1041.81,Credit,ATM,ACC0547,2025-04-30 17:48:26.488878
5013,CUST0802,20220724,4402.81,Debit,Online,ACC0291,2025-04-30 17:48:26.488878
5014,CUST0803,20221116,2846.49,Credit,Branch,ACC0198,2025-04-30 17:48:26.488878
5015,CUST0803,20221230,271.94,Credit,Branch,ACC0111,2025-04-30 17:48:26.488878
5016,CUST0804,20220521,2846.21,Debit,ATM,ACC0781,2025-04-30 17:48:26.488878
5017,CUST0804,20220518,3831.44,Debit,Branch,ACC0857,2025-04-30 17:48:26.488878
5018,CUST0804,20220707,654.83,Credit,ATM,ACC0481,2025-04-30 17:48:26.488878
5019,CUST0804,20220728,2458.77,Credit,Online,ACC0742,2025-04-30 17:48:26.488878
