TransactionID,CustomerID,DateKey,Amount,TransactionType,Channel,AccountID,LastUpdated
3999,CUST0800,20220221,1186.6,Debit,Online,ACC0298,2025-04-08 17:48:26.488878
4000,CUST0800,20220630,3049.06,Debit,ATM,ACC0421,2025-02-13 14:46:26.488903
4001,CUST0800,20220818,4585.32,Debit,Online,ACC0700,2025-01-31 07:04:26.488926
4002,CUST0800,20221026,4287.12,Credit,ATM,ACC0760,2025-03-18 04:38:26.488942
4003,CUST0800,20220911,4690.97,Credit,Branch,ACC0343,2025-02-05 03:21:26.488963
4004,CUST0800,20220222,2324.01,Debit,Branch,ACC0736,2025-03-10 10:57:26.488990
4005,CUST0801,20220909,1601.59,Debit,Online,ACC0615,2025-02-07 11:02:26.489008
4006,CUST0801,20220707,4181.92,Debit,Online,ACC0048,2025-02-02 17:11:26.489024
4007,CUST0801,20220722,3394.75,Credit,Branch,ACC0928,2025-01-30 01:23:26.489049
4008,CUST0801,20220627,1201.29,Credit,Online,ACC0879,2025-03-03 14:22:26.489068
4009,CUST0801,20221207,1432.08,Credit,Branch,ACC0295,2025-02-15 18:17:26.489084
4010,CUST0802,20221102,4535.61,Debit,Branch,ACC0022,2025-03-12 03:04:26.489100
4011,CUST0802,20221028,2360.76,Credit,Online,ACC0364,2025-01-24 06:19:26.489115
4012,CUST0802,20220115,1973.65,Debit,Online,ACC0994,2025-01-19 11:33:26.489131
4013,CUST0802,20220518,1041.81,Credit,ATM,ACC0547,2025-03-19 16:41:26.489146
4014,CUST0802,20220724,4402.81,Debit,Online,ACC0291,2025-02-22 20:22:26.489162
4015,CUST0803,20221116,2846.49,Credit,Branch,ACC0198,2025-01-31 17:26:26.489188
4016,CUST0803,20221230,271.94,Credit,Branch,ACC0111,2025-03-26 20:34:26.489205
4017,CUST0804,20220521,2846.21,Debit,ATM,ACC0781,2025-04-13 07:17:26.489221
4018,CUST0804,20220518,3831.44,Debit,Branch,ACC0857,2025-02-13 20:12:26.489259
4019,CUST0804,20220707,654.83,Credit,ATM,ACC0481,2025-01-21 10:06:26.489292
4020,CUST0804,20220728,2458.77,Credit,Online,ACC0742,2025-02-02 04:46:26.489311
4021,CUST0804,20221229,1953.3,Debit,Online,ACC0656,2025-03-05 23:54:26.489327
4022,CUST0804,20221119,4561.96,Credit,Online,ACC0889,2025-03-17 12:03:26.489343
4023,CUST0804,20220224,1204.07,Credit,Branch,ACC0890,2025-01-18 00:40:26.489359
4024,CUST0804,20220223,1652.88,Credit,Online,ACC0850,2025-02-25 03:46:26.489375
4025,CUST0805,20221105,4154.97,Credit,Branch,ACC0461,2025-01-29 03:42:26.489390
4026,CUST0805,20220621,2730.12,Credit,ATM,ACC0986,2025-04-03 20:21:26.489406
4027,CUST0805,20220101,3173.03,Credit,Branch,ACC0146,2025-02-11 11:17:26.489422
4028,CUST0805,20221120,4674.96,Debit,ATM,ACC0048,2025-02-02 21:54:26.489437
4029,CUST0805,20220804,1312.67,Credit,Branch,ACC0277,2025-03-13 13:28:26.489460
4030,CUST0805,20220329,3830.44,Credit,ATM,ACC0263,2025-02-13 13:54:26.489486
4031,CUST0806,20221111,4916.88,Debit,ATM,ACC0227,2025-04-02 00:38:26.489504
4032,CUST0806,20220817,149.43,Credit,Online,ACC0325,2025-04-03 00:06:26.489520
4033,CUST0806,20220705,2126.12,Debit,ATM,ACC0442,2025-04-05 22:48:26.489535
4034,CUST0806,20220725,1079.91,Debit,Branch,ACC0476,2025-02-22 18:09:26.489551
4035,CUST0806,20220915,1510.19,Debit,ATM,ACC0528,2025-04-08 18:52:26.489567
4036,CUST0806,20221129,346.5,Credit,Online,ACC0945,2025-02-21 20:08:26.489595
4037,CUST0807,20220212,2932.19,Debit,Branch,ACC0705,2025-02-19 01:12:26.489611
4038,CUST0807,20220809,3110.11,Credit,Branch,ACC0641,2025-03-21 21:08:26.489627
4039,CUST0807,20220127,2309.33,Credit,Branch,ACC0924,2025-03-19 13:38:26.489644
4040,CUST0807,20220920,2568.27,Credit,Branch,ACC0749,2025-02-07 00:02:26.489669
4041,CUST0807,20220729,740.77,Credit,ATM,ACC0938,2025-01-16 02:53:26.489710
4042,CUST0807,20220704,835.24,Debit,Online,ACC0577,2025-02-14 06:35:26.489728
4043,CUST0807,20220322,3106.03,Debit,ATM,ACC0586,2025-02-20 19:17:26.489744
4044,CUST0808,20220207,3681.49,Credit,ATM,ACC0862,2025-02-15 13:35:26.489759
4045,CUST0808,20220929,2172.06,Debit,ATM,ACC0077,2025-03-30 20:32:26.489775
4046,CUST0809,20220709,4990.37,Debit,Online,ACC0170,2025-02-03 16:46:26.489790
4047,CUST0809,20220924,3747.68,Credit,ATM,ACC0885,2025-01-15 18:27:26.489806
4048,CUST0810,20221203,3886.43,Debit,Online,ACC0279,2025-01-27 06:48:26.489821
4049,CUST0810,20221215,3899.96,Credit,ATM,ACC0569,2025-02-24 18:27:26.489837
4050,CUST0810,20220608,4777.89,Debit,Branch,ACC0886,2025-03-20 16:51:26.489853
4051,CUST0810,20221005,2273.3,Credit,Online,ACC0929,2025-03-11 15:11:26.489868
4052,CUST0810,20221123,2150.15,Debit,Branch,ACC0408,2025-02-15 03:14:26.489884
4053,CUST0810,20220506,1938.7,Debit,Branch,ACC0782,2025-04-04 05:57:26.489900
4054,CUST0810,20220313,1196.05,Credit,Branch,ACC0287,2025-03-25 08:06:26.489916
4055,CUST0810,20221025,402.71,Debit,Branch,ACC0720,2025-03-11 20:48:26.489932
4056,CUST0811,20221130,4600.78,Credit,Branch,ACC0528,2025-03-09 16:55:26.489948
4057,CUST0811,20221130,2889.91,Debit,ATM,ACC0453,2025-03-31 17:43:26.489967
4058,CUST0811,20221010,1902.81,Credit,Branch,ACC0927,2025-03-07 10:41:26.489993
4059,CUST0811,20220921,3455.08,Debit,Online,ACC0980,2025-02-11 00:55:26.490013
4060,CUST0811,20220228,3167.2,Credit,Branch,ACC0170,2025-04-13 21:28:26.490030
4061,CUST0812,20220306,623.48,Debit,ATM,ACC0772,2025-02-07 16:27:26.490055
4062,CUST0812,20220425,3470.12,Debit,Online,ACC0495,2025-03-11 01:26:26.490081
4063,CUST0812,20220407,4368.7,Debit,ATM,ACC0409,2025-02-10 03:29:26.490105
4064,CUST0812,20220119,2880.99,Debit,Branch,ACC0538,2025-02-21 09:48:26.490128
4065,CUST0812,20221115,1197.22,Credit,Branch,ACC0359,2025-04-03 11:40:26.490151
4066,CUST0813,20220307,2066.86,Debit,Online,ACC0338,2025-03-20 22:56:26.490168
4067,CUST0813,20220122,4275.67,Credit,ATM,ACC0920,2025-02-03 18:57:26.490193
4068,CUST0813,20221021,122.04,Credit,Branch,ACC0056,2025-03-11 21:19:26.490209
4069,CUST0813,20220402,4756.52,Debit,Branch,ACC0676,2025-04-08 02:43:26.490225
4070,CUST0813,20220607,1820.44,Credit,Online,ACC0154,2025-01-22 04:04:26.490241
4071,CUST0813,20221110,1840.08,Credit,Online,ACC0089,2025-03-26 02:12:26.490257
4072,CUST0813,20220802,3269.33,Credit,Online,ACC0534,2025-04-14 04:17:26.490272
4073,CUST0814,20220516,998.99,Credit,ATM,ACC0492,2025-04-01 19:07:26.490288
4074,CUST0814,20220208,4224.31,Credit,Branch,ACC0674,2025-03-08 11:36:26.490304
4075,CUST0814,20221228,3100.38,Debit,ATM,ACC0877,2025-02-22 09:21:26.490320
4076,CUST0814,20220812,3020.37,Credit,Branch,ACC0877,2025-02-10 13:47:26.490336
4077,CUST0814,20220315,3296.58,Debit,Branch,ACC0702,2025-02-12 06:56:26.490361
4078,CUST0815,20220529,4879.52,Debit,Online,ACC0734,2025-04-10 02:41:26.490386
4079,CUST0815,20220823,1966.22,Debit,Online,ACC0079,2025-03-07 19:07:26.490402
4080,CUST0815,20221201,4454.96,Debit,Online,ACC0534,2025-02-21 05:27:26.490418
4081,CUST0815,20221219,397.78,Debit,Branch,ACC0365,2025-02-08 22:08:26.490434
4082,CUST0815,20220319,3270.65,Credit,Branch,ACC0502,2025-03-06 14:37:26.490449
4083,CUST0815,20220108,292.7,Debit,ATM,ACC0135,2025-01-21 01:19:26.490465
4084,CUST0815,20220518,4816.53,Debit,Online,ACC0484,2025-03-24 16:25:26.490481
4085,CUST0816,20220802,557.45,Credit,ATM,ACC0356,2025-01-27 22:31:26.490496
4086,CUST0816,20221022,465.33,Credit,Branch,ACC0336,2025-04-04 16:37:26.490512
