TransactionID,CustomerID,DateKey,Amount,TransactionType,Channel,AccountID,LastUpdated
1,CUST0000,20220316,249.72,Debit,Online,ACC0180,2025-03-22 04:47:26.403194
2,CUST0000,20220924,2641.88,Credit,Branch,ACC0631,2025-02-04 01:37:26.403333
3,CUST0001,20221213,709.61,Debit,Branch,ACC0514,2025-03-18 00:26:26.403359
4,CUST0001,20220714,2494.08,Credit,ATM,ACC0190,2025-04-01 09:57:26.403378
5,CUST0001,20221116,1143.66,Debit,ATM,ACC0817,2025-03-24 09:18:26.403415
6,CUST0001,20221110,2956.29,Credit,ATM,ACC0796,2025-03-26 21:13:26.403434
7,CUST0001,20220703,2673.13,Credit,Branch,ACC0396,2025-03-18 23:48:26.403451
8,CUST0002,20221220,4929.02,Debit,Branch,ACC0953,2025-02-23 22:28:26.403470
9,CUST0002,20220513,1415.86,Debit,Branch,ACC0037,2025-01-25 23:30:26.403488
10,CUST0002,20220828,1510.78,Debit,Branch,ACC0806,2025-03-11 18:14:26.403506
11,CUST0002,20220402,3571.67,Credit,Online,ACC0757,2025-01-17 02:30:26.403522
12,CUST0002,20220825,800.15,Debit,ATM,ACC0217,2025-03-27 02:46:26.403542
13,CUST0003,20220226,1008.64,Credit,Online,ACC0292,2025-04-04 06:55:26.403569
14,CUST0003,20220327,4617.07,Debit,Online,ACC0248,2025-01-28 13:19:26.403596
15,CUST0003,20221211,877.9,Credit,ATM,ACC0416,2025-02-11 13:10:26.403614
16,CUST0003,20221126,434.07,Credit,Online,ACC0502,2025-03-15 15:41:26.403630
17,CUST0003,20220925,4007.77,Debit,ATM,ACC0014,2025-01-30 18:03:26.403654
18,CUST0003,20221217,3171.42,Debit,ATM,ACC0350,2025-01-30 19:25:26.403682
19,CUST0003,20220528,1800.31,Debit,Branch,ACC0654,2025-01-16 21:04:26.403705
20,CUST0004,20220502,1800.94,Debit,Branch,ACC0102,2025-03-04 13:58:26.403744
21,CUST0004,20221002,4092.01,Debit,Branch,ACC0610,2025-02-21 22:16:26.403763
22,CUST0004,20220423,396.87,Debit,ATM,ACC0759,2025-02-12 20:55:26.403780
23,CUST0004,20220308,2830.98,Credit,ATM,ACC0217,2025-03-08 11:18:26.403796
24,CUST0004,20221130,1184.08,Debit,ATM,ACC0735,2025-03-28 23:51:26.403812
25,CUST0004,20220723,3598.28,Credit,ATM,ACC0293,2025-02-16 18:44:26.403827
26,CUST0004,20220224,1815.41,Debit,Branch,ACC0765,2025-03-09 20:01:26.403843
27,CUST0005,20221027,2699.65,Credit,Online,ACC0337,2025-03-23 09:42:26.403865
28,CUST0005,20220719,4573.25,Credit,ATM,ACC0312,2025-02-17 01:55:26.403891
29,CUST0005,20220404,1013.3,Debit,Online,ACC0764,2025-04-04 09:45:26.403908
30,CUST0006,20221021,4537.26,Debit,Online,ACC0257,2025-02-01 12:03:26.403934
31,CUST0006,20220907,3270.38,Debit,Branch,ACC0015,2025-03-08 15:55:26.403958
32,CUST0006,20220908,2732.21,Credit,ATM,ACC0687,2025-04-11 19:53:26.403974
33,CUST0006,20221102,4445.47,Credit,Branch,ACC0414,2025-02-25 21:08:26.403990
34,CUST0007,20220505,3943.57,Debit,Branch,ACC0960,2025-02-15 21:42:26.404008
35,CUST0007,20220413,1869.43,Credit,ATM,ACC0798,2025-04-15 16:18:26.404023
36,CUST0008,20220318,2310.52,Debit,Branch,ACC0644,2025-03-13 23:07:26.404039
37,CUST0008,20220323,3617.27,Credit,Branch,ACC0116,2025-03-24 01:30:26.404055
38,CUST0008,20221219,4332.09,Credit,ATM,ACC0225,2025-03-28 21:08:26.404070
39,CUST0008,20220203,471.23,Debit,ATM,ACC0076,2025-04-11 06:51:26.404086
40,CUST0008,20220814,161.91,Credit,ATM,ACC0039,2025-02-23 18:55:26.404105
41,CUST0008,20220127,2496.17,Debit,Branch,ACC0425,2025-03-28 13:36:26.404131
42,CUST0008,20220423,1481.96,Debit,Online,ACC0977,2025-03-04 06:28:26.404152
43,CUST0009,20220817,2393.34,Debit,Branch,ACC0852,2025-02-10 10:20:26.404172
44,CUST0009,20221125,3991.91,Debit,Branch,ACC0018,2025-04-15 04:57:26.404188
45,CUST0010,20220105,1562.88,Credit,Online,ACC0450,2025-01-16 15:04:26.404204
46,CUST0010,20220604,4904.55,Credit,Online,ACC0818,2025-02-22 02:17:26.404220
47,CUST0011,20220316,3495.41,Debit,ATM,ACC0200,2025-02-18 13:16:26.404236
48,CUST0011,20220409,4391.6,Credit,Branch,ACC0209,2025-03-25 01:23:26.404252
49,CUST0011,20220407,1473.25,Credit,Branch,ACC0585,2025-04-01 10:13:26.404267
50,CUST0011,20220913,1779.18,Debit,Online,ACC0654,2025-02-14 03:36:26.404299
51,CUST0012,20220129,524.75,Debit,ATM,ACC0225,2025-04-11 10:50:26.404316
52,CUST0012,20220817,3982.2,Debit,ATM,ACC0406,2025-02-08 18:29:26.404332
53,CUST0012,20220728,492.8,Debit,Branch,ACC0361,2025-02-19 15:58:26.404347
54,CUST0012,20221006,2201.07,Debit,Branch,ACC0515,2025-02-05 14:43:26.404366
55,CUST0012,20221229,4746.89,Credit,ATM,ACC0156,2025-03-18 07:41:26.404382
56,CUST0012,20220420,4703.9,Credit,Online,ACC0862,2025-03-24 00:02:26.404398
57,CUST0012,20220903,985.25,Credit,ATM,ACC0740,2025-03-01 16:08:26.404413
58,CUST0012,20220530,2395.65,Debit,Branch,ACC0918,2025-01-14 22:06:26.404430
59,CUST0013,20221005,1519.54,Credit,Branch,ACC0285,2025-01-29 12:24:26.404445
60,CUST0013,20221126,3609.96,Credit,Branch,ACC0570,2025-02-05 13:23:26.404461
61,CUST0014,20220319,1639.42,Debit,Online,ACC0980,2025-03-10 22:00:26.404477
62,CUST0014,20220427,123.58,Credit,Online,ACC0088,2025-01-19 19:22:26.404493
63,CUST0014,20221027,784.83,Credit,Branch,ACC0128,2025-02-26 20:29:26.404508
64,CUST0015,20220728,1217.87,Credit,Branch,ACC0988,2025-01-29 15:26:26.404524
65,CUST0015,20220815,4931.28,Credit,Branch,ACC0152,2025-04-06 23:55:26.404540
66,CUST0015,20220704,1958.3,Credit,Branch,ACC0947,2025-02-27 08:01:26.404557
67,CUST0015,20220710,4837.01,Debit,Online,ACC0153,2025-04-10 14:06:26.404573
68,CUST0015,20220430,1737.92,Debit,Branch,ACC0500,2025-03-31 11:48:26.404588
